Season,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,label,home_form,away_form,form_diff,home_wform,away_wform,wform_diff,home_adj_form,away_adj_form,adj_form_diff,home_scored_avg,home_conceded_avg,away_scored_avg,away_conceded_avg,scored_diff,conceded_diff,h2h_home_winrate,home_advantage,home_elo,away_elo,elo_diff,home_sot_avg,away_sot_avg,sot_diff,home_rest,away_rest,rest_diff,home_season_gd,away_season_gd,season_gd_diff,home_ppg,away_ppg,ppg_diff,elo_x_home_adv
2015/16,2015-08-29,Aston Villa,Sunderland,2,2,D,1,1.0,0.2,0.8,0.7029449423815621,0.32778489116517284,0.3751600512163893,0.9987423893266044,0.19878476524444016,0.7999576240821642,0.6,0.8,1.0,2.4,-0.4,-1.5999999999999999,0.45,0.16666666666666666,1473.4762347207045,1455.1361654834425,18.340069237262014,1.6,3.2,-1.6,7,7,0,-4,-11,7,0.7142857142857143,0.2857142857142857,0.4285714285714286,3.0566782062103357
2015/16,2015-08-29,Tottenham,Everton,0,0,D,1,0.8,1.2,-0.3999999999999999,0.8617157490396927,1.1638924455825865,-0.3021766965428938,0.8112956637859867,1.2122218361688257,-0.400926172382839,1.0,1.2,1.4,1.2,-0.3999999999999999,0.0,0.45,0.75,1501.6440195247217,1509.3726964152831,-7.7286768905614736,4.8,3.6,1.1999999999999997,7,6,1,1,5,-4,1.1428571428571428,1.4285714285714286,-0.2857142857142858,-5.796507667921105
2015/16,2015-08-30,Southampton,Norwich City,3,0,H,0,1.6,1.4,0.20000000000000018,1.3303457106274008,1.4801536491677336,-0.1498079385403328,1.5896400100191634,1.385357833994917,0.20428217602424636,1.0,1.0,1.2,1.4,-0.19999999999999996,-0.3999999999999999,0.45,0.5,1516.4691921833185,1491.6931080600552,24.776084123263217,4.6,5.0,-0.40000000000000036,7,8,-1,2,-2,4,1.8333333333333333,1.1666666666666667,0.6666666666666665,12.388042061631609
2015/16,2015-08-30,Swansea City,Manchester United,2,1,H,0,1.0,2.2,-1.2000000000000002,1.2496798975672214,2.1370038412291934,-0.887323943661972,0.9941847975895687,2.1965349743053686,-1.2023501767157998,1.0,1.4,0.8,0.0,0.19999999999999996,1.4,0.45,0.5,1489.8303522485512,1519.415256414769,-29.58490416621771,5.4,3.0,2.4000000000000004,8,8,0,-2,1,-3,1.0,1.8333333333333333,-0.8333333333333333,-14.792452083108856
2015/16,2015-09-08,Stoke City,Liverpool,0,1,A,2,1.6,0.8,0.8,1.1562099871959026,0.7989756722151088,0.35723431498079383,1.5947964002160826,0.7958961389245489,0.7989002612915337,1.2,0.8,0.4,1.4,0.7999999999999999,-0.5999999999999999,0.45,0.6666666666666666,1515.0889895048833,1481.5755839743063,33.513405530577074,3.8,3.2,0.5999999999999996,10,10,0,3,-5,8,1.8333333333333333,0.8333333333333334,0.9999999999999999,22.34227035371805
2015/16,2015-09-08,Newcastle United,Southampton,2,2,D,1,1.4,1.6,-0.20000000000000018,0.971830985915493,1.7477592829705506,-0.7759282970550576,1.4028977839398356,1.5863172532431855,-0.18341946930334996,0.6,0.6,1.0,0.8,-0.4,-0.20000000000000007,0.45,0.5,1490.822483226631,1525.7572855032945,-34.934802276663504,0.8,5.2,-4.4,10,9,1,-5,5,-10,1.1666666666666667,2.0,-0.8333333333333333,-17.467401138331752
2015/16,2015-09-08,Arsenal,West Ham,0,2,A,2,2.2,1.0,1.2000000000000002,2.2317541613316263,1.2253521126760563,1.00640204865557,2.2061816116722968,0.9967263946143236,1.209455217057973,1.4,0.6,1.6,1.4,-0.20000000000000018,-0.7999999999999999,0.45,0.75,1537.2203275228976,1490.5589560373146,46.661371485583004,6.4,3.8,2.6000000000000005,10,10,0,7,1,6,2.3333333333333335,1.0,1.3333333333333335,34.99602861418725
2015/16,2015-09-13,Sunderland,Tottenham,0,1,A,2,0.4,0.8,-0.4,0.5736235595390525,0.8962868117797695,-0.322663252240717,0.39524826320720075,0.8138786899746911,-0.4186304267674904,1.2,2.2,0.8,1.0,0.3999999999999999,1.2000000000000002,0.45,0.25,1455.6635453582155,1501.8664320424493,-46.20288668423382,3.0,5.4,-2.4000000000000004,15,15,0,-11,1,-12,0.375,1.125,-0.75,-11.550721671058454
2015/16,2015-09-13,Leicester City,Aston Villa,3,2,H,0,2.2,1.0,1.2000000000000002,1.852752880921895,0.7772087067861716,1.0755441741357235,2.189901648199743,0.9901322438821726,1.1997694043175704,2.0,1.2,0.8,1.0,1.2,0.19999999999999996,0.45,0.8333333333333334,1543.5254816066285,1472.9488548459315,70.57662676069708,4.8,2.4,2.4,15,15,0,8,-4,12,2.4285714285714284,0.75,1.6785714285714284,58.81385563391424
2015/16,2015-09-14,West Ham,Newcastle United,2,0,H,0,1.4,1.0,0.3999999999999999,1.824583866837388,0.8233034571062741,1.0012804097311139,1.4129478589568158,1.0062169912002803,0.40673086775653555,2.0,1.4,0.6,1.0,1.4,0.3999999999999999,0.45,0.16666666666666666,1501.893961366667,1491.824612630751,10.069348735916037,4.2,1.4,2.8000000000000003,6,6,0,3,-5,8,1.2857142857142858,1.1428571428571428,0.14285714285714302,1.6782247893193394
2015/16,2015-09-19,Newcastle United,Watford,1,2,A,2,0.4,0.6,-0.19999999999999996,0.38412291933418696,0.5685019206145967,-0.18437900128040974,0.4061018937269523,0.6009286551864698,-0.19482676145951744,0.4,1.4,0.6,1.2,-0.19999999999999996,0.19999999999999996,0.45,0.5,1482.1143506670285,1490.5077797614592,-8.393429094430758,2.0,2.8,-0.7999999999999998,5,21,-16,-7,-1,-6,1.0,1.0,0.0,-4.196714547215379
2015/16,2015-09-19,Stoke City,Leicester City,2,2,D,1,1.0,2.2,-1.2000000000000002,0.6338028169014085,2.139564660691421,-1.5057618437900127,0.9907964002160826,2.1753080749779237,-1.1845116747618412,0.8,1.0,2.2,1.4,-1.4000000000000001,-0.3999999999999999,0.45,0.5,1504.127376717739,1551.521610173717,-47.39423345597788,3.2,4.8,-1.5999999999999996,11,6,5,2,9,-7,1.5714285714285714,2.5,-0.9285714285714286,-23.69711672798894
2015/16,2015-09-19,Manchester City,West Ham,1,2,A,2,2.0,1.8,0.19999999999999996,2.412291933418694,2.274007682458387,0.13828425096030728,1.9954125246526953,1.8083827365002256,0.18702978815246962,1.4,0.4,2.2,1.2,-0.8000000000000003,-0.7999999999999999,0.45,1.0,1528.69979998148,1511.6042233303897,17.09557665109037,5.8,3.8,2.0,21,5,16,10,5,5,2.1666666666666665,1.5,0.6666666666666665,17.09557665109037
2015/16,2015-09-19,Swansea City,Everton,0,0,D,1,1.6,1.2,0.40000000000000013,1.9206145966709347,1.12291933418694,0.7976952624839948,1.6019509001554764,1.2125166670520582,0.3894342331034182,1.4,1.0,1.2,1.0,0.19999999999999996,0.0,0.45,0.625,1500.6798220922724,1509.1502838975555,-8.470461805283094,5.8,3.4,2.4,20,21,-1,-1,5,-6,1.2857142857142858,1.375,-0.08928571428571419,-5.294038628301934
2015/16,2015-09-19,Bournemouth,Sunderland,2,0,H,0,0.8,0.4,0.4,1.0653008962868118,0.43021766965428937,0.6350832266325224,0.8023767363251559,0.39524826320720075,0.4071284731179552,1.0,1.4,1.2,2.2,-0.19999999999999996,-0.8000000000000003,0.45,0.25,1482.4941643313662,1446.9855873467745,35.50857698459163,3.6,2.8,0.8000000000000003,21,6,15,-3,-12,9,1.0,0.3333333333333333,0.6666666666666667,8.877144246147907
2015/16,2015-09-19,Chelsea,Arsenal,2,0,H,0,0.8,1.6,-0.8,0.8758002560819462,1.440460947503201,-0.5646606914212549,0.7898165752417627,1.6100665141989687,-0.820249938957206,1.2,2.0,0.8,0.8,0.3999999999999999,1.2,0.45,0.125,1464.5640774419235,1525.885322193545,-61.321244751621634,4.8,6.2,-1.4000000000000004,21,11,10,-7,5,-12,0.5714285714285714,2.0,-1.4285714285714286,-7.665155593952704
2015/16,2015-09-19,Aston Villa,West Bromwich,0,1,A,2,0.4,1.0,-0.6,0.3495518565941101,1.2714468629961588,-0.9218950064020488,0.3940170511408517,1.0119720493677293,-0.6179549982268776,1.0,1.6,0.8,1.2,0.19999999999999996,0.40000000000000013,0.45,0.25,1464.952726278843,1482.182789428032,-17.230063149188936,2.6,3.0,-0.3999999999999999,6,21,-15,-5,-4,-1,0.6666666666666666,0.8333333333333334,-0.16666666666666674,-4.307515787297234
2015/16,2015-09-20,Liverpool,Norwich City,1,1,D,1,1.4,1.4,0.0,1.5825864276568502,1.1101152368758003,0.47247119078104993,1.4019317347265023,1.385357833994917,0.016573900731585267,0.6,1.0,1.2,1.6,-0.6,-0.6000000000000001,0.45,0.3333333333333333,1492.5371967614506,1482.4050147400792,10.132182021371364,3.6,5.0,-1.4,12,21,-9,-4,-5,1,1.1428571428571428,1.0,0.1428571428571428,3.3773940071237876
2015/16,2015-09-20,Tottenham,Crystal Palace,1,0,H,0,1.4,2.4,-1.0,1.6555697823303457,2.446862996158771,-0.7912932138284252,1.3961441081179773,2.3744120853700377,-0.9782679772520604,1.0,0.8,2.0,1.2,-1.0,-0.3999999999999999,0.45,0.6666666666666666,1510.5443900538903,1535.722542132232,-25.178152078341782,5.4,5.4,0.0,7,22,-15,2,6,-4,1.3333333333333333,2.2857142857142856,-0.9523809523809523,-16.78543471889452
2015/16,2015-09-20,Southampton,Manchester United,2,3,A,2,1.6,2.0,-0.3999999999999999,1.560819462227913,1.524967989756722,0.035851472471190915,1.5877218851822934,1.9965733401298114,-0.40885145494751796,1.2,1.0,1.0,0.4,0.19999999999999996,0.6,0.45,0.625,1524.7551560991744,1508.5657865710477,16.18936952812669,5.2,3.6,1.6,12,21,-9,5,0,5,1.875,1.5714285714285714,0.3035714285714286,10.118355955079181
2015/16,2015-09-26,Newcastle United,Chelsea,2,2,D,1,0.4,1.4,-0.9999999999999999,0.2880921895006402,1.6402048655569783,-1.352112676056338,0.4061018937269523,1.4001707041191809,-0.9940688103922286,0.6,1.4,1.6,1.8,-1.0,-0.40000000000000013,0.45,0.375,1472.3558859894645,1476.310943371695,-3.955057382230507,2.6,5.4,-2.8000000000000003,7,7,0,-8,-5,-3,0.8888888888888888,0.875,0.01388888888888884,-1.48314651833644
2015/16,2015-09-26,Leicester City,Arsenal,2,5,A,2,1.8,1.4,0.40000000000000013,1.6991037131882203,1.002560819462228,0.6965428937259923,1.787083932932775,1.4102144330933208,0.37686949983945417,1.8,1.4,0.6,1.0,1.2000000000000002,0.3999999999999999,0.45,0.875,1550.1658931803343,1514.1384562637736,36.027436916560646,4.2,5.8,-1.5999999999999996,7,7,0,9,3,6,2.3333333333333335,1.75,0.5833333333333335,31.524007301990565
2015/16,2015-09-26,Liverpool,Aston Villa,3,2,H,0,1.6,0.2,1.4000000000000001,1.5147247119078104,0.18437900128040974,1.3303457106274008,1.599585736691846,0.19401815539779232,1.4055675812940538,0.6,0.8,1.0,1.8,-0.4,-1.0,0.45,0.375,1492.2456517655219,1455.4482412080417,36.797410557480134,4.2,3.2,1.0,6,7,-1,-4,-6,2,1.125,0.6,0.525,13.79902895905505
2015/16,2015-09-26,Manchester United,Sunderland,3,0,H,0,2.0,0.4,1.6,1.8937259923175416,0.322663252240717,1.5710627400768247,2.0102487000331335,0.39524826320720075,1.6150004368259328,1.2,0.8,0.8,1.8,0.3999999999999999,-1.0,0.45,0.75,1519.0314171303362,1438.0040627447231,81.02735438561308,3.6,2.2,1.4,6,7,-1,1,-14,15,1.75,0.3,1.45,60.77051578920981
2015/16,2015-09-26,Southampton,Swansea City,3,1,H,0,1.0,1.8,-0.8,0.9372599231754162,1.768245838668374,-0.8309859154929577,0.9953800851726177,1.8031709380084837,-0.807790852835866,1.4,1.6,1.4,0.8,0.0,0.8,0.45,0.5,1514.289525539886,1500.9235732889642,13.365952250921737,6.0,6.4,-0.40000000000000036,6,7,-1,4,-1,5,1.6666666666666667,1.25,0.41666666666666674,6.682976125460868
2015/16,2015-09-26,Stoke City,Bournemouth,2,1,H,0,0.6,1.4,-0.7999999999999999,0.5697823303457106,1.7823303457106274,-1.2125480153649169,0.6055508507659167,1.3811709712638658,-0.775620120497949,1.0,1.4,1.4,1.2,-0.3999999999999999,0.19999999999999996,0.45,0.5,1505.4830937111217,1491.4756889334176,14.007404777704096,3.6,3.6,0.0,7,7,0,2,-1,3,1.5,1.2222222222222223,0.2777777777777777,7.003702388852048
2015/16,2015-09-26,Tottenham,Manchester City,4,1,H,0,1.8,2.0,-0.19999999999999996,2.147247119078105,1.8092189500640206,0.3380281690140843,1.8078420258163195,1.9954125246526953,-0.18757049883637578,1.0,0.6,1.6,0.4,-0.6000000000000001,0.19999999999999996,0.45,0.75,1521.2678095758424,1518.2081464544735,3.059663121368885,5.8,6.6,-0.7999999999999998,6,7,-1,3,9,-6,1.5,1.8571428571428572,-0.3571428571428572,2.294747341026664
2015/16,2015-09-26,West Ham,Norwich City,2,2,D,1,2.4,1.0,1.4,2.6888604353393086,0.9270166453265045,1.7618437900128041,2.4198626564928176,0.9881359087233024,1.4317267477695153,2.4,1.0,1.2,1.8,1.2,-0.8,0.45,0.375,1522.0958768573962,1482.6965597360079,39.39931712138832,3.8,4.4,-0.6000000000000005,7,6,1,6,-5,11,1.6666666666666667,1.0,0.6666666666666667,14.77474392052062
2015/16,2015-09-27,Watford,Crystal Palace,0,1,A,2,1.2,1.8,-0.6000000000000001,1.409731113956466,1.6017925736235596,-0.19206145966709354,1.1937743954532811,1.7781818905811424,-0.5844074951278613,0.8,1.0,1.4,1.2,-0.5999999999999999,-0.19999999999999996,0.45,0.6666666666666666,1500.2662444390232,1524.99912261028,-24.732878171256743,2.8,4.8,-2.0,8,7,1,0,5,-5,1.25,2.0,-0.75,-16.488585447504494
2015/16,2015-09-28,West Bromwich,Everton,2,3,A,2,1.4,1.2,0.19999999999999996,1.8591549295774648,1.092189500640205,0.7669654289372598,1.396658172370376,1.2112739766643612,0.18538419570601472,0.8,1.0,1.0,0.8,-0.19999999999999996,0.19999999999999996,0.45,0.25,1491.6872744988334,1508.9065327008636,-17.219258202030232,3.4,3.0,0.3999999999999999,9,9,0,-3,5,-8,1.1428571428571428,1.3333333333333333,-0.19047619047619047,-4.304814550507558
2015/16,2015-10-08,West Bromwich,Manchester City,0,3,A,2,1.4,1.8,-0.40000000000000013,1.3943661971830985,1.2791293213828425,0.11523687580025599,1.396658172370376,1.7965228071977417,-0.3998646348273658,1.2,1.2,1.8,1.2,-0.6000000000000001,0.0,0.45,0.16666666666666666,1482.1824791997685,1508.2962083616574,-26.11372916188884,4.2,7.6,-3.3999999999999995,10,12,-2,-4,6,-10,1.0,1.625,-0.625,-4.35228819364814
2015/16,2015-10-17,Everton,Manchester United,0,3,A,2,1.6,2.0,-0.3999999999999999,1.7247119078104993,2.1702944942381563,-0.445582586427657,1.6079850456030254,1.9817921251406987,-0.37380707953767334,1.2,0.8,1.6,0.8,-0.40000000000000013,0.0,0.45,0.5,1518.4113279999285,1526.7406438900716,-8.329315890143107,2.8,4.8,-2.0,19,21,-2,6,4,2,1.5,1.8888888888888888,-0.38888888888888884,-4.1646579450715535
2015/16,2015-10-17,Watford,Arsenal,0,3,A,2,1.0,1.4,-0.3999999999999999,0.9795134443021767,1.501920614596671,-0.5224071702944943,0.9925166260004664,1.4188487728284866,-0.42633214682802023,0.4,0.8,1.2,1.2,-0.7999999999999999,-0.3999999999999999,0.45,0.5,1490.9769138433742,1525.171708483409,-34.19479464003484,2.2,6.8,-4.6,20,21,-1,-1,6,-7,1.1111111111111112,1.8888888888888888,-0.7777777777777777,-17.09739732001742
2015/16,2015-10-17,Southampton,Leicester City,2,2,D,1,1.6,1.2,0.40000000000000013,1.6862996158770807,1.0409731113956466,0.645326504481434,1.5957495144882032,1.187192505539284,0.4085570089489192,2.0,1.2,1.8,2.2,0.19999999999999996,-1.0000000000000002,0.45,0.5833333333333334,1523.905012179761,1539.1326409606988,-15.227628780937948,6.6,4.4,2.1999999999999993,21,21,0,6,6,0,1.8,2.1,-0.30000000000000004,-8.882783455547138
2015/16,2015-10-17,Tottenham,Liverpool,0,0,D,1,2.2,1.6,0.6000000000000001,2.5160051216389245,1.8860435339308579,0.6299615877080667,2.211313228456489,1.5897519419843333,0.6215612864721556,1.4,0.4,1.0,1.2,0.3999999999999999,-0.7999999999999999,0.45,0.8,1531.1797476686586,1501.190479578016,29.989268090642554,6.0,6.2,-0.20000000000000018,21,21,0,6,-3,9,1.6363636363636365,1.3333333333333333,0.3030303030303032,23.991414472514045
2015/16,2015-10-17,West Bromwich,Sunderland,1,0,H,0,1.2,0.4,0.7999999999999999,0.967989756722151,0.24199743918053776,0.7259923175416133,1.1966570989331111,0.39524826320720075,0.8014088357259104,1.2,1.8,0.6,1.8,0.6,0.0,0.45,0.125,1472.932680588627,1430.2948359849877,42.63784460363922,4.6,2.6,1.9999999999999996,9,21,-12,-7,-17,10,0.8888888888888888,0.2727272727272727,0.6161616161616161,5.329730575454903
2015/16,2015-10-17,Manchester City,Bournemouth,5,1,H,0,1.8,1.4,0.40000000000000013,1.709346991037132,1.3367477592829706,0.3725992317541613,1.8007267482455305,1.3811709712638658,0.4195557769816647,1.8,1.2,1.6,1.4,0.19999999999999996,-0.19999999999999996,0.45,0.75,1517.546006972799,1481.8786361549048,35.66737081789415,7.4,4.4,3.0,9,21,-12,9,-2,11,1.7777777777777777,1.1,0.6777777777777776,26.750528113420614
2015/16,2015-10-17,Crystal Palace,West Ham,1,3,A,2,1.8,2.6,-0.8,1.9513444302176697,2.3444302176696543,-0.39308578745198464,1.7822916983058383,2.6175555311242853,-0.835263832818447,1.2,1.0,2.2,0.6,-1.0000000000000002,0.4,0.45,0.6666666666666666,1534.288453205929,1520.9667094380593,13.321743767869748,4.6,4.4,0.1999999999999993,20,21,-1,6,6,0,2.111111111111111,1.6,0.5111111111111111,8.881162511913164
2015/16,2015-10-17,Chelsea,Aston Villa,2,0,H,0,1.4,0.2,1.2,1.4801536491677336,0.1382842509603073,1.3418693982074263,1.3991153297786454,0.19401815539779232,1.2050971743808532,1.6,1.8,1.4,2.2,0.20000000000000018,-0.40000000000000013,0.45,0.3,1476.1971125864704,1446.5034133955476,29.69369919092287,5.6,3.8,1.7999999999999998,21,21,0,-5,-7,2,0.8888888888888888,0.5454545454545454,0.3434343434343434,8.908109757276861
2015/16,2015-10-18,Newcastle United,Norwich City,6,2,H,0,0.4,1.2,-0.7999999999999999,0.4660691421254802,1.0230473751600513,-0.5569782330345712,0.40027576384999863,1.191082025637622,-0.7908062617876234,1.0,1.8,1.4,1.6,-0.3999999999999999,0.19999999999999996,0.45,0.4,1472.469716774689,1483.8257271553448,-11.356010380655789,3.6,4.6,-0.9999999999999996,22,22,0,-8,-5,-3,0.9,1.0,-0.09999999999999998,-4.542404152262316
2015/16,2015-10-19,Swansea City,Stoke City,0,1,A,2,1.6,1.0,0.6000000000000001,1.2483994878361075,1.3329065300896288,-0.08450704225352124,1.606981889693163,1.002210301696487,0.604771587996676,1.2,1.0,1.0,1.2,0.19999999999999996,-0.19999999999999996,0.45,0.6,1491.3080866490893,1515.0801464896344,-23.772059840545126,5.2,3.2,2.0,23,23,0,-3,3,-6,1.1111111111111112,1.6666666666666667,-0.5555555555555556,-14.263235904327075
2015/16,2015-10-24,West Ham,Chelsea,2,1,H,0,2.6,2.0,0.6000000000000001,2.508322663252241,2.093469910371319,0.4148527528809218,2.6345061519678907,1.9777166951368645,0.6567894568310262,2.2,0.8,2.0,1.2,0.20000000000000018,-0.3999999999999999,0.45,0.4,1531.3499522508323,1485.3445340489695,46.00541820186277,4.2,5.6,-1.3999999999999995,7,7,0,8,-3,11,1.7272727272727273,1.1,0.6272727272727272,18.402167280745108
2015/16,2015-10-24,Stoke City,Watford,0,2,A,2,1.4,0.8,0.5999999999999999,1.9052496798975673,0.6568501920614597,1.2483994878361075,1.399983058256165,0.7951088276629203,0.6048742305932446,1.0,1.0,0.4,1.4,0.6,-0.3999999999999999,0.45,0.5833333333333334,1524.3969973286135,1481.957953545361,42.43904378325237,3.4,1.4,2.0,5,7,-2,4,-4,8,1.8,1.0,0.8,24.756108873563885
2015/16,2015-10-24,Norwich City,West Bromwich,0,1,A,2,0.6,1.8,-1.2000000000000002,0.5339308578745199,1.709346991037132,-1.175416133162612,0.6056516822644203,1.7687750333271062,-1.1631233510626857,1.2,2.6,1.0,1.2,0.19999999999999996,1.4000000000000001,0.45,0.375,1473.4989912475944,1481.7115887451175,-8.21259749752312,4.6,3.6,0.9999999999999996,6,7,-1,-9,-6,-3,0.9,1.1,-0.20000000000000007,-3.07972406157117
2015/16,2015-10-24,Leicester City,Crystal Palace,1,0,H,0,1.2,1.8,-0.6000000000000001,1.030729833546735,1.4635083226632521,-0.4327784891165172,1.1903375656940764,1.7822916983058383,-0.5919541326117619,2.0,2.4,1.2,1.2,0.8,1.2,0.45,0.7,1538.6946349993361,1523.905210393156,14.789424606180091,5.4,4.0,1.4000000000000004,7,7,0,6,4,2,2.0,1.9,0.10000000000000009,10.352597224326063
2015/16,2015-10-24,Aston Villa,Swansea City,1,2,A,2,0.2,1.0,-0.8,0.10371318822023047,0.7029449423815621,-0.5992317541613317,0.19401815539779232,1.0028635775387407,-0.8088454221409483,1.2,2.2,0.8,1.2,0.3999999999999999,1.0000000000000002,0.45,0.2,1437.3559919330485,1481.9912358101103,-44.63524387706184,3.6,4.4,-0.8000000000000003,7,5,2,-9,-4,-5,0.5,1.0,-0.5,-8.927048775412368
2015/16,2015-10-24,Arsenal,Everton,2,1,H,0,1.8,1.0,0.8,2.032010243277849,1.0601792573623559,0.9718309859154932,1.8164643753754528,0.9969847553484659,0.8194796200269869,1.8,1.2,0.6,1.4,1.2000000000000002,-0.19999999999999996,0.45,0.6,1534.1906687814221,1508.6510190643605,25.539649717061593,7.0,2.6,4.4,7,7,0,9,3,6,2.0,1.3636363636363635,0.6363636363636365,15.323789830236954
2015/16,2015-10-25,Sunderland,Newcastle United,3,0,H,0,0.2,1.0,-0.8,0.10371318822023047,1.3329065300896288,-1.2291933418693983,0.19646349796276058,0.9938060547121366,-0.7973425567493759,0.4,1.8,2.2,2.0,-1.8000000000000003,-0.19999999999999996,0.45,0.2,1421.515927828497,1482.7964526824394,-61.280524853942325,2.6,4.8,-2.1999999999999997,8,7,1,-18,-4,-14,0.25,1.0909090909090908,-0.8409090909090908,-12.256104970788465
2015/16,2015-10-25,Manchester United,Manchester City,0,0,D,1,2.0,1.8,0.19999999999999996,2.3777208706786173,2.032010243277849,0.3457106274007682,1.992391748121643,1.7856055640120032,0.2067861841096399,2.0,0.8,2.4,1.4,-0.3999999999999999,-0.5999999999999999,0.45,0.8,1536.5009528256396,1526.5230087407397,9.977944084899946,5.8,7.8,-2.0,8,8,0,7,13,-6,2.0,1.9,0.10000000000000009,7.9823552679199565
2015/16,2015-10-25,Bournemouth,Tottenham,1,5,A,2,1.4,2.2,-0.8000000000000003,1.002560819462228,2.1370038412291934,-1.1344430217669654,1.3811709712638658,2.2052461170437416,-0.8240751457798758,1.8,2.2,1.2,0.2,0.6000000000000001,2.0,0.45,0.4,1472.9016343869641,1530.3187244265962,-57.41709003963206,4.2,5.6,-1.3999999999999995,8,8,0,-6,6,-12,1.0,1.5833333333333333,-0.5833333333333333,-22.966836015852824
2015/16,2015-10-25,Liverpool,Southampton,1,1,D,1,1.6,1.6,0.0,1.6645326504481435,1.5147247119078104,0.14980793854033303,1.5900261939396685,1.6010406890979183,-0.011014495158249815,1.0,1.2,2.4,1.6,-1.4,-0.40000000000000013,0.45,0.5,1502.0515028200784,1524.3430181411236,-22.291515321045154,5.2,6.8,-1.5999999999999996,8,8,0,-3,6,-9,1.3,1.7272727272727273,-0.42727272727272725,-11.145757660522577
2015/16,2015-10-31,Watford,West Ham,2,0,H,0,1.2,2.6,-1.4000000000000001,1.3982074263764404,2.6312419974391807,-1.2330345710627404,1.2026045391982567,2.6137558345783196,-1.411151295380063,0.8,1.4,2.2,1.0,-1.4000000000000001,0.3999999999999999,0.45,0.4,1493.173408366031,1540.0334949434264,-46.86008657739535,2.0,4.4,-2.4000000000000004,7,7,0,-2,9,-11,1.1818181818181819,1.8333333333333333,-0.6515151515151514,-18.74403463095814
2015/16,2015-10-31,Swansea City,Arsenal,0,3,A,2,1.4,1.8,-0.40000000000000013,1.4327784891165174,2.274007682458387,-0.8412291933418694,1.3839285371921346,1.8199175304352277,-0.43598899324309315,1.0,1.2,2.0,1.4,-1.0,-0.19999999999999996,0.45,0.5,1490.7135517556133,1543.4568997555066,-52.74334799989333,3.4,6.2,-2.8000000000000003,7,7,0,-3,10,-13,1.1818181818181819,2.090909090909091,-0.909090909090909,-26.371673999946665
2015/16,2015-10-31,Newcastle United,Stoke City,0,0,D,1,0.8,1.4,-0.5999999999999999,0.9218950064020487,1.4289372599231753,-0.5070422535211266,0.7903717499783639,1.399983058256165,-0.6096113082778011,1.8,2.2,1.0,1.2,0.8,1.0000000000000002,0.45,0.5,1471.0507230243452,1513.1815425079435,-42.130819483598316,5.6,2.6,2.9999999999999996,6,7,-1,-7,2,-9,1.0,1.6363636363636365,-0.6363636363636365,-21.065409741799158
2015/16,2015-10-31,Manchester City,Norwich City,2,1,H,0,1.4,0.4,0.9999999999999999,1.618437900128041,0.322663252240717,1.295774647887324,1.3904912398519547,0.4019510764825129,0.9885401633694417,2.0,1.4,1.0,2.6,1.0,-1.2000000000000002,0.45,0.8,1526.8101181282439,1463.735324789781,63.07479333846277,7.0,3.8,3.2,6,7,-1,13,-10,23,1.8181818181818181,0.8181818181818182,0.9999999999999999,50.45983467077022
2015/16,2015-10-31,Crystal Palace,Manchester United,0,0,D,1,1.2,2.0,-0.8,0.8642765685019206,2.033290653008963,-1.1690140845070425,1.1893125055027802,1.9960046199029624,-0.8066921144001822,0.8,1.2,2.0,0.8,-1.2,0.3999999999999999,0.45,0.5,1514.3306273327655,1536.2138434381354,-21.88321610536991,3.6,4.4,-0.8000000000000003,7,6,1,3,7,-4,1.7272727272727273,1.9090909090909092,-0.18181818181818188,-10.941608052684956
2015/16,2015-10-31,Chelsea,Liverpool,1,3,A,2,1.4,1.8,-0.40000000000000013,1.3367477592829706,1.5761843790012804,-0.23943661971830976,1.385269612367566,1.7932719296918183,-0.4080023173242522,1.6,1.2,1.2,0.8,0.40000000000000013,0.3999999999999999,0.45,0.4166666666666667,1476.6609913563755,1502.6922252642685,-26.03123390789301,5.4,5.4,0.0,7,6,1,-4,-3,-1,1.0,1.2727272727272727,-0.2727272727272727,-10.846347461622088
2015/16,2015-10-31,West Bromwich,Leicester City,2,3,A,2,1.8,1.6,0.19999999999999996,2.032010243277849,1.678617157490397,0.3533930857874521,1.74749862140457,1.6024792779486348,0.14501934345593526,1.0,1.2,2.0,2.2,-1.0,-1.0000000000000002,0.45,0.3,1491.4752552029308,1548.2692180597267,-56.793962856795815,3.4,5.6,-2.1999999999999997,7,7,0,-5,7,-12,1.2727272727272727,2.0833333333333335,-0.8106060606060608,-17.038188857038744
2015/16,2015-11-21,West Bromwich,Arsenal,2,1,H,0,1.2,2.4,-1.2,1.290653008962868,2.6888604353393086,-1.3982074263764406,1.161517530893033,2.416202951137473,-1.25468542024444,1.2,1.8,2.6,1.0,-1.4000000000000001,0.8,0.45,0.25,1483.0955107820503,1551.9503792851856,-68.85486850313532,3.4,6.0,-2.6,21,21,0,-6,13,-19,1.1666666666666667,2.1666666666666665,-0.9999999999999998,-17.21371712578383
